"year","month","noaa.year.month","noaa.temp.anom","mcfarland.year.month","mcfarland.temp.anom","serc.year.month","serc.temp.anom"
2000,5,2000-05-01,-2.3415798611111,2000-05-01,-2.83301971326164,NA,NA
2000,6,2000-06-01,-1.1976996527778,2000-06-01,-2.00692701069272,NA,NA
2000,7,2000-07-01,-2.5367838541667,2000-07-01,-3.1036290322581,NA,NA
2000,8,2000-08-01,-2.0793185763889,2000-08-01,-2.31832437275987,NA,NA
2000,9,2000-09-01,-2.2319878472222,2000-09-01,-2.26462110646209,NA,NA
2000,10,2000-10-01,-1.6363932291667,2000-10-01,-1.34903544190223,NA,NA
2000,11,2000-11-01,-0.97222222222222,2000-11-01,-1.2825,NA,NA
2000,12,2000-12-01,-2.66015625,2000-12-01,-2.84301075268817,NA,NA
2001,1,2001-01-01,-1.03754340277778,2001-01-01,-0.307078853046598,NA,NA
2001,2,2001-02-01,-1.78179253472222,2001-02-01,-1.44900793650793,NA,NA
2001,3,2001-03-01,-2.14713541666667,2001-03-01,-1.89180107526882,NA,NA
2001,4,2001-04-01,-1.50824652777778,2001-04-01,-1.76566078613433,NA,NA
2001,5,2001-05-01,0.1193576388889,2001-05-01,-0.392025089605724,NA,NA
2001,6,2001-06-01,0.3218315972222,2001-06-01,0.247674238912047,NA,NA
2001,7,2001-07-01,-1.9762369791667,2001-07-01,-2.7286290322581,NA,NA
2001,8,2001-08-01,-0.3088107638889,2001-08-01,-0.286197098848522,NA,NA
2001,9,2001-09-01,-0.1519097222222,2001-09-01,-0.654999999999978,NA,NA
2001,10,2001-10-01,0.1331380208333,2001-10-01,0.341554357592059,NA,NA
2001,11,2001-11-01,0.54730902777778,2001-11-01,0.813472222222225,NA,NA
2001,12,2001-12-01,2.0595703125,2001-12-01,2.84690860215054,NA,NA
2002,1,2002-01-01,2.56206597222222,2002-01-01,2.94896953405018,NA,NA
2002,2,2002-02-01,0.45746527777778,2002-02-01,0.894593253968256,NA,NA
2002,3,2002-03-01,-0.186197916666668,2002-03-01,-0.363978494623657,NA,NA
2002,4,2002-04-01,-0.45746527777778,2002-04-01,-1.9240921032298,NA,NA
2002,5,2002-05-01,-2.2009548611111,2002-05-01,-2.58078766097633,NA,NA
2002,6,2002-06-01,-2.3978949652778,2002-06-01,-3.05532310553233,NA,NA
2002,7,2002-07-01,-0.9762369791667,2002-07-01,-1.69771505376347,NA,NA
2002,8,2002-08-01,0.0212673611111001,2002-08-01,-0.233378136200727,NA,NA
2002,9,2002-09-01,0.1576605902778,2002-09-01,0.0637500000000237,NA,NA
2002,10,2002-10-01,-2.9264322916667,2002-10-01,-2.65147849462369,NA,NA
2002,11,2002-11-01,-2.42241753472222,2002-11-01,-2.17549976754997,NA,NA
2002,12,2002-12-01,-1.41015625,2002-12-01,-0.864784946236559,NA,NA
2003,1,2003-01-01,-4.02777777777778,2003-01-01,-3.21758884390464,NA,NA
2003,2,2003-02-01,-3.85210503472222,2003-02-01,-3.83635912698412,NA,NA
2003,3,2003-03-01,-1.92643229166667,2003-03-01,-1.96478494623656,NA,NA
2003,4,2003-04-01,-2.80805121527778,2003-04-01,-3.2904342450935,NA,NA
2003,5,2003-05-01,-2.0808376736111,2003-05-01,-3.10854006916252,NA,NA
2003,6,2003-06-01,-1.1976996527778,2003-06-01,-3.86694444444447,NA,NA
2003,7,2003-07-01,-1.3668619791667,2003-07-01,-4.15147849462369,NA,NA
2003,8,2003-08-01,-0.6486545138889,2003-08-01,-2.25829589697515,NA,NA
2003,9,2003-09-01,0.2279730902778,2003-09-01,-0.218991885143549,NA,NA
2003,10,2003-10-01,-1.2867838541667,2003-10-01,-1.00758187528043,NA,NA
2003,11,2003-11-01,-0.65190972222222,2003-11-01,-0.467499999999998,NA,NA
2003,12,2003-12-01,0.7802734375,2003-12-01,0.737634408602151,NA,NA
2004,1,2004-01-01,-5.56781684027778,2004-01-01,-6.34858858858859,NA,NA
2004,2,2004-02-01,-0.86187065972222,2004-02-01,-0.974740207833731,NA,NA
2004,3,2004-03-01,-1.04654947916667,2004-03-01,-1.20604838709678,NA,NA
2004,4,2004-04-01,-0.93793402777778,2004-04-01,-1.64662339669294,NA,NA
2004,5,2004-05-01,-0.7810329861111,2004-05-01,-2.03758960573476,NA,NA
2004,6,2004-06-01,-2.9682074652778,2004-06-01,-3.36861111111113,NA,NA
2004,7,2004-07-01,-2.5670572916667,2004-07-01,-3.09919354838713,NA,NA
2004,8,2004-08-01,-1.4992404513889,2004-08-01,-1.82087813620073,NA,NA
2004,9,2004-09-01,-1.4224175347222,2004-09-01,-1.57458333333331,NA,NA
2004,10,2004-10-01,-0.8863932291667,2004-10-01,-0.881048387096808,NA,NA
2004,11,2004-11-01,-1.65190972222222,2004-11-01,-1.70172013017201,NA,NA
2004,12,2004-12-01,-1.4404296875,2004-12-01,-0.983670715249663,NA,NA
2005,1,2005-01-01,-2.69769965277778,2005-01-01,-2.71756272401434,NA,NA
2005,2,2005-02-01,-0.94194878472222,2005-02-01,-0.158234126984125,NA,NA
2005,3,2005-03-01,-1.49674479166667,2005-03-01,-1.62405913978495,NA,NA
2005,4,2005-04-01,-0.0980902777777803,2005-04-01,-0.501421727708239,NA,NA
2005,5,2005-05-01,-4.1814236111111,2005-05-01,-4.25452508960572,NA,NA
2005,6,2005-06-01,-0.9476996527778,2005-06-01,-1.46632526381132,NA,NA
2005,7,2005-07-01,-1.2565104166667,2005-07-01,-1.56842818428188,NA,NA
2005,8,2005-08-01,-0.4884982638889,2005-08-01,-0.73418458781363,NA,NA
2005,9,2005-09-01,0.5082465277778,2005-09-01,0.243055555555578,NA,NA
2005,10,2005-10-01,-0.6266276041667,2005-10-01,-0.399462365591431,NA,NA
2005,11,2005-11-01,0.28754340277778,2005-11-01,0.219583333333336,NA,NA
2005,12,2005-12-01,-0.900390625,2005-12-01,-0.965456989247312,NA,NA
2006,1,2006-01-01,4.13237847222222,2006-01-01,4.08943089430894,NA,NA
2006,2,2006-02-01,-1.04253472222222,2006-02-01,-1.00281923714759,NA,NA
2006,3,2006-03-01,0.233723958333332,2006-03-01,-0.154301075268819,NA,NA
2006,4,2006-04-01,0.42241753472222,2006-04-01,-0.242450934940506,NA,NA
2006,5,2006-05-01,-0.2810329861111,2006-05-01,-0.776428250112449,NA,NA
2006,6,2006-06-01,-0.9076605902778,2006-06-01,-1.48933766635719,NA,NA
2006,7,2006-07-01,0.3636067708333,2006-07-01,0.036336336336305,NA,NA
2006,8,2006-08-01,-2.3185763888889,2006-08-01,-2.69551947075629,NA,NA
2006,9,2006-09-01,-1.1323784722222,2006-09-01,-1.44249999999998,NA,NA
2006,10,2006-10-01,-1.2369791666667,2006-10-01,-1.04577114427864,NA,NA
2006,11,2006-11-01,1.31781684027778,2006-11-01,1.84769303201507,NA,NA
2006,12,2006-12-01,2.3798828125,2006-12-01,2.22732166890983,NA,NA
2007,1,2007-01-01,0.78179253472222,2007-01-01,0.621145506206068,NA,NA
2007,2,2007-02-01,-4.23198784722222,2007-02-01,-4.02951388888889,NA,NA
2007,3,2007-03-01,-1.15690104166667,2007-03-01,-1.03490354419022,NA,NA
2007,4,2007-04-01,-1.97797309027778,2007-04-01,-2.51041083099907,NA,NA
2007,5,2007-05-01,-0.9909939236111,2007-05-01,-0.78866487455196,NA,NA
2007,6,2007-06-01,-1.2777777777778,2007-06-01,-1.30215103683073,NA,NA
2007,7,2007-07-01,-1.6861979166667,2007-07-01,-1.25349462365595,NA,NA
2007,8,2007-08-01,-1.5685763888889,2007-08-01,-0.86802751607598,NA,NA
2007,9,2007-09-01,-0.2222222222222,2007-09-01,-0.119027777777756,NA,NA
2007,10,2007-10-01,1.2034505208333,2007-10-01,1.38736559139782,NA,NA
2007,11,2007-11-01,-2.20269097222222,2007-11-01,-1.5102503912363,NA,NA
2007,12,2007-12-01,-2.5595703125,2007-12-01,-2.3243537414966,NA,NA
2008,1,2008-01-01,1.76226128472222,2008-01-01,1.71469534050179,NA,NA
2008,2,2008-02-01,-0.18218315972222,2008-02-01,-0.250526819923369,NA,NA
2008,3,2008-03-01,-2.06705729166667,2008-03-01,-1.88751135331517,NA,NA
2008,4,2008-04-01,0.14214409722222,2008-04-01,-0.449861111111113,NA,NA
2008,5,2008-05-01,-1.2810329861111,2008-05-01,-2.04417562724013,NA,NA
2008,6,2008-06-01,-1.0678168402778,2008-06-01,-1.79685855772209,NA,NA
2008,7,2008-07-01,-0.0563151041666998,2008-07-01,-0.64580529385378,NA,NA
2008,8,2008-08-01,-2.7892795138889,2008-08-01,-3.37543780193238,NA,NA
2008,9,2008-09-01,-1.8521050347222,2008-09-01,-1.67916666666664,NA,NA
2008,10,2008-10-01,-1.6861979166667,2008-10-01,-1.62384823848242,NA,NA
2008,11,2008-11-01,-0.95269097222222,2008-11-01,-0.882981715893106,NA,NA
2008,12,2008-12-01,-0.1796875,2008-12-01,-0.821997300944669,NA,NA
2009,1,2009-01-01,-3.05805121527778,2009-01-01,-3.26151433691757,NA,NA
2009,2,2009-02-01,-0.68218315972222,2009-02-01,-0.512549603174601,2009-02-01,1.12236900409882
2009,3,2009-03-01,-0.956705729166668,2009-03-01,-1.58499772001824,2009-03-01,-1.18023784782358
2009,4,2009-04-01,0.00249565972221966,2009-04-01,-0.271371092541012,2009-04-01,-1.11154025994611
2009,5,2009-05-01,-0.3611111111111,2009-05-01,-1.49377240143368,2009-05-01,-3.61784062525178
2009,6,2009-06-01,-2.9574652777778,2009-06-01,-3.4027777777778,2009-06-01,-5.24236126537499
2009,7,2009-07-01,-3.4166666666667,2009-07-01,-3.68669354838713,2009-07-01,-5.47293776371311
2009,8,2009-08-01,-0.5890842013889,2009-08-01,-0.852329749103955,2009-08-01,-3.20015181355655
2009,9,2009-09-01,-2.6821831597222,2009-09-01,-1.45106532840287,2009-09-01,-2.5155423089274
2009,10,2009-10-01,-3.0270182291667,2009-10-01,-3.0922043010753,2009-10-01,-1.04318941146238
2009,11,2009-11-01,1.79730902777778,2009-11-01,1.50333333333334,NA,NA
2009,12,2009-12-01,-0.6904296875,2009-12-01,-1.19663526244953,NA,NA
2010,1,2010-01-01,1.78179253472222,2010-01-01,1.07767309705398,NA,NA
2010,2,2010-02-01,1.07758246527778,2010-02-01,0.823611111111113,NA,NA
2010,3,2010-03-01,3.24348958333333,2010-03-01,2.59322566173172,2010-03-01,2.68035747446611
2010,4,2010-04-01,1.93218315972222,2010-04-01,1.44208333333333,2010-04-01,0.363142166042445
2010,5,2010-05-01,1.1789279513889,2010-05-01,0.509856630824384,2010-05-01,-1.24168789553792
2010,6,2010-06-01,-1.0375434027778,2010-06-01,-1.49170535437947,2010-06-01,-3.03338132807366
2010,7,2010-07-01,0.1936848958333,2010-07-01,0.356078959174486,2010-07-01,-3.01951582867787
2010,8,2010-08-01,-0.5490451388889,2010-08-01,0.849593495934947,2010-08-01,-3.13164278770974
2010,9,2010-09-01,-0.3023003472222,2010-09-01,-0.0444271911662995,2010-09-01,-1.24751151410476
2010,10,2010-10-01,-0.6666666666667,2010-10-01,-1.14176760879321,2010-10-01,-0.387124981812924
2010,11,2010-11-01,-0.72222222222222,2010-11-01,-0.566388888888886,2010-11-01,0.935179601059688
2010,12,2010-12-01,-1.009765625,2010-12-01,-0.712382234185733,2010-12-01,1.23529553264605
2011,1,2011-01-01,-0.16742621527778,2011-01-01,-0.416084229390684,2011-01-01,1.57220512820513
2011,2,2011-02-01,-1.68218315972222,2011-02-01,-1.24647817460317,2011-02-01,0.699144023472384
2011,3,2011-03-01,-0.527018229166668,2011-03-01,-0.698429789143115,2011-03-01,0.505871926815322
2011,4,2011-04-01,-0.39789496527778,2011-04-01,-0.979444444444447,2011-04-01,-0.914555128354502
2011,5,2011-05-01,-1.4714626736111,2011-05-01,-1.8968446238971,2011-05-01,-3.05875201559979
2011,6,2011-06-01,-2.5873480902778,2011-06-01,-2.88986111111113,2011-06-01,-4.41755113900514
2011,7,2011-07-01,0.1936848958333,2011-07-01,-0.059274193548422,2011-07-01,-2.81719120135367
2011,8,2011-08-01,-1.5685763888889,2011-08-01,-1.99534050179212,2011-08-01,-3.70914792092707
2011,9,2011-09-01,0.0375434027777999,2011-09-01,-0.215694444444424,2011-09-01,-0.902751470133063
2011,10,2011-10-01,-0.0270182291666998,2011-10-01,0.0489247311827619,2011-10-01,1.29501311438017
2011,11,2011-11-01,1.45746527777778,2011-11-01,2.00819444444445,2011-11-01,3.33730158730159
2011,12,2011-12-01,1.7099609375,2011-12-01,2.17809139784946,2011-12-01,3.7058064516129
2012,1,2012-01-01,1.82183159722222,2012-01-01,1.6877673097054,2012-01-01,4.4793662723266
2012,2,2012-02-01,0.76801215277778,2012-02-01,1.31139846743295,2012-02-01,2.93742449731635
2012,3,2012-03-01,2.78352864583333,2012-03-01,2.69887842081651,2012-03-01,2.7176767334012
2012,4,2012-04-01,0.51226128472222,2012-04-01,-0.152500000000003,2012-04-01,-0.272069488166028
2012,5,2012-05-01,0.2590060763889,2012-05-01,-0.541487455197121,2012-05-01,-2.06939571836718
2012,6,2012-06-01,-2.3373480902778,2012-06-01,-2.72888888888891,2012-06-01,-3.88773933472158
2012,7,2012-07-01,0.2337239583333,2012-07-01,-0.389516129032291,2012-07-01,-2.42356261022931
2012,8,2012-08-01,0.1911892361111,2012-08-01,-0.234856630824385,2012-08-01,-1.95827357881138
2012,9,2012-09-01,-1.3023003472222,2012-09-01,-1.22486478133207,2012-09-01,-1.29603916477332
2012,10,2012-10-01,0.4329427083333,2012-10-01,0.572304916553868,2012-10-01,1.66666315419737
2012,11,2012-11-01,-1.39214409722222,2012-11-01,-1.82513888888889,2012-11-01,-0.16810580535223
2012,12,2012-12-01,0.7998046875,2012-12-01,0.906854838709677,2012-12-01,2.6735970464135
2013,1,2013-01-01,0.52202690972222,2013-01-01,0.420317460317458,2013-01-01,2.70892141468521
2013,2,2013-02-01,0.0082465277777799,2013-02-01,-0.345760453106778,2013-02-01,-2.05390736634639
2013,3,2013-03-01,0.073567708333332,2013-03-01,-0.259765448804692,2013-03-01,0.262680049903594
2013,4,2013-04-01,-0.78754340277778,2013-04-01,-1.58251315382235,2013-04-01,-1.47815823152996
2013,5,2013-05-01,-1.1706814236111,2013-05-01,-1.68150142066695,2013-05-01,-3.04666516058585
2013,6,2013-06-01,-1.0678168402778,2013-06-01,-1.4566373048988,2013-06-01,-3.51007185292231
2013,7,2013-07-01,0.4837239583333,2013-07-01,-0.136653207716499,2013-07-01,-2.47014147688064
2013,8,2013-08-01,-1.5890842013889,2013-08-01,-1.7582024824286,2013-08-01,-3.26989959552701
2013,9,2013-09-01,-1.2222222222222,2013-09-01,-1.64513888888887,2013-09-01,-1.64985902947211
2013,10,2013-10-01,0.1028645833333,2013-10-01,-0.121848362494426,2013-10-01,1.58862084609274
2013,11,2013-11-01,-1.46245659722222,2013-11-01,-1.98953793849482,2013-11-01,0.140202864885794
2013,12,2013-12-01,-2.849609375,2013-12-01,-2.75537634408602,2013-12-01,-0.246767020184742
2014,1,2014-01-01,-0.0473090277777803,2014-01-01,-0.795580281254832,2014-01-01,2.04874501227747
2014,2,2014-02-01,-1.78179253472222,2014-02-01,-1.28115079365079,2014-02-01,0.91718433686159
2014,3,2014-03-01,-3.74674479166667,2014-03-01,-3.11969493046209,2014-03-01,-1.95319743589744
2014,4,2014-04-01,-1.22797309027778,2014-04-01,-1.07513888888889,2014-04-01,-1.62733418713859
2014,5,2014-05-01,-1.5115017361111,2014-05-01,-1.0350358422939,2014-05-01,-3.07644016949787
2014,6,2014-06-01,-0.9476996527778,2014-06-01,-0.172916666666687,2014-06-01,-2.84386473429954
2014,7,2014-07-01,-0.2662760416667,2014-07-01,-1.10090579710148,2014-07-01,-4.08571721311479
2014,8,2014-08-01,-1.3088107638889,2014-08-01,-2.22074372759858,2014-08-01,-3.44596188676275
2014,9,2014-09-01,-1.0923394097222,2014-09-01,-1.27694444444442,2014-09-01,-1.30169041825974
2014,10,2014-10-01,1.0530598958333,2014-10-01,0.729003157419903,2014-10-01,2.00810636856365
2014,11,2014-11-01,-2.68218315972222,2014-11-01,-1.68306138306138,2014-11-01,0.944929676511958
2014,12,2014-12-01,1.66015625,2014-12-01,1.50779569892473,2014-12-01,3.71108994708995
2015,1,2015-01-01,-2.24750434027778,2015-01-01,-1.53799283154122,2015-01-01,1.06443395519592
2015,2,2015-02-01,-9.00249565972222,2015-02-01,-7.94484126984127,2015-02-01,-5.22012694868296
2015,3,2015-03-01,-4.45670572916667,2015-03-01,-3.50610139075819,2015-03-01,-1.37493446687921
2015,4,2015-04-01,-1.78754340277778,2015-04-01,-2.05888888888889,2015-04-01,-1.85282066555476
2015,5,2015-05-01,0.8488498263889,2015-05-01,-0.140625935908943,2015-05-01,-2.7510723923501
2015,6,2015-06-01,-3.1576605902778,2015-06-01,-3.50434245093496,2015-06-01,-4.44949266101238
2015,7,2015-07-01,-1.7262369791667,2015-07-01,-1.88037634408606,2015-07-01,-3.93516267222418
2015,8,2015-08-01,0.1306423611111,2015-08-01,-0.364560931899653,2015-08-01,-2.4821933571951
2015,9,2015-09-01,1.6273871527778,2015-09-01,1.47930555555558,2015-09-01,0.477226053639868
2015,10,2015-10-01,-1.9967447916667,2015-10-01,-2.40310391363026,2015-10-01,-0.125947465014946
2015,11,2015-11-01,0.0980902777777803,2015-11-01,-1.27388888888889,2015-11-01,2.26316883923029
2015,12,2015-12-01,3.76953125,2015-12-01,3.34517482517483,2015-12-01,6.18687669376694
2016,1,2016-01-01,2.08257378472222,2016-01-01,1.57262983091787,2016-01-01,4.31082703089137
2016,2,2016-02-01,1.02777777777778,2016-02-01,1.25766283524904,2016-02-01,2.59587438227324
2016,3,2016-03-01,0.843098958333332,2016-03-01,0.00641543292956348,2016-03-01,5.67197530864197
2016,4,2016-04-01,-1.57758246527778,2016-04-01,-1.87458333333334,2016-04-01,-1.30946481934257
2016,5,2016-05-01,-0.5407986111111,2016-05-01,-1.31527777777777,2016-05-01,-2.24758612822267
2016,6,2016-06-01,-1.8178168402778,2016-06-01,-2.35333333333335,2016-06-01,-3.78631487286662
2016,7,2016-07-01,-0.0768229166666998,2016-07-01,-0.797715053763476,2016-07-01,-2.78506055461237
2016,8,2016-08-01,0.2810329861111,2016-08-01,-0.271818996415782,2016-08-01,-1.91419170579031
2016,9,2016-09-01,0.2582465277778,2016-09-01,-0.160416666666645,2016-09-01,-0.231702515211387
2016,10,2016-10-01,-0.3063151041667,2016-10-01,-0.364234234234267,2016-10-01,1.05958375749346
2016,11,2016-11-01,0.37738715277778,2016-11-01,0.200232450023248,2016-11-01,2.18593586334703
2016,12,2016-12-01,-1.5,2016-12-01,-0.887365591397849,2016-12-01,1.79630893736805
2017,1,2017-01-01,3.49175347222222,2017-01-01,3.14789426523297,2017-01-01,5.39783699059561
2017,2,2017-02-01,-0.0620659722222201,2017-02-01,0.875694444444447,2017-02-01,2.60009101251422
2017,3,2017-03-01,-3.25651041666667,2017-03-01,-3.51133603238867,2017-03-01,-1.86040781934614
2017,4,2017-04-01,0.61187065972222,2017-04-01,0.0283333333333307,2017-04-01,-0.575401578161657
2017,5,2017-05-01,-1.6013454861111,2017-05-01,-2.22051971326164,2017-05-01,-2.95157573624309
2017,6,2017-06-01,-1.1078559027778,2017-06-01,-1.55496832019783,2017-06-01,-3.89461367338023
2017,7,2017-07-01,-1.4869791666667,2017-07-01,-1.98387096774197,2017-07-01,-4.07980742296922
2017,8,2017-08-01,-1.5285373263889,2017-08-01,-1.80972222222223,2017-08-01,-3.11817727840201
2017,9,2017-09-01,1.4682074652778,2017-09-01,0.480854700854724,2017-09-01,-0.389256240648848
2017,10,2017-10-01,2.8333333333333,2017-10-01,2.87801120448176,2017-10-01,3.55174343227564
2017,11,2017-11-01,-1.50249565972222,2017-11-01,-1.45963529593571,2017-11-01,0.780497137109257
2017,12,2017-12-01,-4.01953125,2017-12-01,-3.89543010752688,2017-12-01,-1.22874501269496
2018,1,2018-01-01,-0.32758246527778,2018-01-01,-0.449417562724017,2018-01-01,1.89866591970121
2018,2,2018-02-01,1.48773871527778,2018-02-01,2.3343253968254,2018-02-01,4.31585512995331
2018,3,2018-03-01,-0.306315104166668,2018-03-01,-0.901659937191567,2018-03-01,0.853333333333332
2018,4,2018-04-01,-1.87738715277778,2018-04-01,-2.60388888888889,2018-04-01,-2.04060790036972
2018,5,2018-05-01,0.4787326388889,2018-05-01,-0.2536111111111,2018-05-01,-1.95368748585652
2018,6,2018-06-01,-2.0180121527778,2018-06-01,-2.40013888888891,2018-06-01,-3.80162474533774
2018,7,2018-07-01,0.1331380208333,2018-07-01,-0.146209062359837,2018-07-01,-2.99120834774591
2018,8,2018-08-01,0.7615017361111,2018-08-01,0.308019713261636,2018-08-01,-1.20105196166518
2018,9,2018-09-01,-0.4224175347222,2018-09-01,-0.344166666666645,2018-09-01,-0.346389183665426
2018,10,2018-10-01,-2.5367838541667,2018-10-01,-2.86571428571432,2018-10-01,-0.541624930439655
2018,11,2018-11-01,-3.61187065972222,2018-11-01,-3.2575,2018-11-01,-0.449611271213574
2018,12,2018-12-01,-1.51953125,2018-12-01,-1.50672043010753,2018-12-01,0.949853492333901
2019,1,2019-01-01,-0.11762152777778,2019-01-01,-0.433901600119638,2019-01-01,3.48869873228933
2019,2,2019-02-01,-1.92241753472222,2019-02-01,-1.69246031746032,2019-02-01,0.509927031509123
2019,3,2019-03-01,-2.20670572916667,2019-03-01,-1.68079856437865,2019-03-01,-0.0791226756520667
2019,4,2019-04-01,-1.03754340277778,2019-04-01,-1.81902777777778,2019-04-01,-1.32034241788959
2019,5,2019-05-01,-2.6208767361111,2019-05-01,-3.7788138138138,2019-05-01,-4.56135665433343
2019,6,2019-06-01,-1.9779730902778,2019-06-01,-2.5227777777778,2019-06-01,-4.52941376249472
2019,7,2019-07-01,0.2630208333333,2019-07-01,0.111290322580611,2019-07-01,-2.93751372549023
2019,8,2019-08-01,-1.1291232638889,2019-08-01,-1.49332437275987,2019-08-01,-3.15339836114871
2019,9,2019-09-01,-1.3823784722222,2019-09-01,-1.77708823068482,2019-09-01,-1.795379568523
2019,10,2019-10-01,-0.4166666666667,2019-10-01,-0.44435483870971,2019-10-01,0.803276055705268
2019,11,2019-11-01,-3.19194878472222,2019-11-01,-3.8745514147688,2019-11-01,-1.38276418026418
2019,12,2019-12-01,-0.490234375,2019-12-01,-0.374865591397849,2019-12-01,1.35767457627119
2020,1,2020-01-01,2.46245659722222,2020-01-01,2.13001792114695,2020-01-01,3.89552528310348
2020,2,2020-02-01,0.23773871527778,2020-02-01,0.913997113997116,2020-02-01,2.44628319294023
2020,3,2020-03-01,1.10286458333333,2020-03-01,0.640243902439023,2020-03-01,1.47458754776354
2020,4,2020-04-01,-1.76801215277778,2020-04-01,-2.66268949527377,2020-04-01,-1.9558731816775
2020,5,2020-05-01,-1.1413845486111,2020-05-01,-1.83342293906809,2020-05-01,-3.44357073426049
2020,6,2020-06-01,-0.5775824652778,2020-06-01,-0.92791666666669,2020-06-01,-3.81189481017069
2020,7,2020-07-01,0.0237630208333002,2020-07-01,-0.866129032258097,2020-07-01,-3.39400112612616
2020,8,2020-08-01,-0.3791232638889,2020-08-01,-0.781093189964167,2020-08-01,-2.63571717171718
2020,9,2020-09-01,-0.8423394097222,2020-09-01,-1.04930555555553,2020-09-01,-1.6390828493999
2020,10,2020-10-01,-1.0865885416667,2020-10-01,-1.01115591397853,2020-10-01,-0.155731171901417
2020,11,2020-11-01,0.72797309027778,2020-11-01,1.24055555555556,2020-11-01,2.26235357749962
2020,12,2020-12-01,1.919921875,2020-12-01,1.63991935483871,2020-12-01,3.37834791386272
2021,1,2021-01-01,2.93218315972222,2021-01-01,1.7046146953405,2021-01-01,3.29434537161657
2021,2,2021-02-01,-0.77202690972222,2021-02-01,-0.403769841269839,2021-02-01,0.807220629068234
2021,3,2021-03-01,0.263020833333332,2021-03-01,0.329559748427672,2021-03-01,1.05384361814346
2021,4,2021-04-01,1.14214409722222,2021-04-01,0.150555555555553,2021-04-01,-0.23494351593934
2021,5,2021-05-01,0.0588107638888999,2021-05-01,-1.09310035842293,2021-05-01,-2.16470745381344
2021,6,2021-06-01,1.3325737847222,2021-06-01,1.23666666666664,2021-06-01,-2.1969699783349
2021,7,2021-07-01,-2.1861979166667,2021-07-01,-2.87688172043014,2021-07-01,-4.09004822790492
2021,8,2021-08-01,0.3806423611111,2021-08-01,-0.385394265232986,2021-08-01,-2.43132733745551
2021,9,2021-09-01,0.5277777777778,2021-09-01,-0.220550913029999,2021-09-01,-0.161549982584443
2021,10,2021-10-01,1.7630208333333,2021-10-01,0.953905540417768,2021-10-01,2.05198854061338
2021,11,2021-11-01,-0.32183159722222,2021-11-01,-0.671388888888886,2021-11-01,1.34678785071977
2021,12,2021-12-01,0.76953125,2021-12-01,0.805376344086022,2021-12-01,2.66822569680489
2022,1,2022-01-01,-1.79730902777778,2022-01-01,-1.22441756272402,2022-01-01,0.627823713242213
2022,2,2022-02-01,0.0277777777777799,2022-02-01,-0.071031746031744,2022-02-01,1.28277218285051
2022,3,2022-03-01,0.423177083333332,2022-03-01,0.568595782862269,2022-03-01,1.05610641415849
2022,4,2022-04-01,0.14214409722222,2022-04-01,-0.690681003584232,2022-04-01,-0.566792063492066
2022,5,2022-05-01,0.3888888888889,2022-05-01,-0.427374551971315,2022-05-01,-2.24310906890552
2022,6,2022-06-01,-1.7777777777778,2022-06-01,-2.17375000000002,2022-06-01,-3.75892226990942
2022,7,2022-07-01,0.4837239583333,2022-07-01,0.353629032258031,2022-07-01,-2.60406267613576
2022,8,2022-08-01,0.5212673611111,2022-08-01,-0.156496415770622,2022-08-01,-2.0990572957599
2022,9,2022-09-01,-0.7124565972222,2022-09-01,-1.22069444444442,2022-09-01,-1.07048248178025
2022,10,2022-10-01,0.8636067708333,2022-10-01,1.34166666666663,2022-10-01,1.85848305918737
2022,11,2022-11-01,0.91742621527778,2022-11-01,0.985972222222225,2022-11-01,2.39290654092613
2022,12,2022-12-01,2.240234375,2022-12-01,1.83782608695652,2022-12-01,3.37950093283582
2023,1,2023-01-01,4.91265190972222,2023-01-01,4.21003064021932,2023-01-01,5.62979634621144
2023,2,2023-02-01,-0.51226128472222,2023-02-01,-0.365036593479705,2023-02-01,1.10024230354328
2023,3,2023-03-01,0.803059895833332,2023-03-01,0.447734410049348,2023-03-01,1.4612287802136
2023,4,2023-04-01,0.00249565972221966,2023-04-01,-0.414166666666669,2023-04-01,-0.649436892451883
2023,5,2023-05-01,-0.6911892361111,2023-05-01,-0.873073476702498,2023-05-01,-2.05188008244331
2023,6,2023-06-01,-2.4574652777778,2023-06-01,-3.3451417945142,2023-06-01,-5.54516711204061
2023,7,2023-07-01,0.7229817708333,2023-07-01,-0.0986559139785292,2023-07-01,-3.55199370645092
2023,8,2023-08-01,-1.7189670138889,2023-08-01,-2.32114695340503,2023-08-01,-3.31101153039833
2023,9,2023-09-01,1.2377387152778,2023-09-01,0.480416666666688,2023-09-01,-0.340364872475639
2023,10,2023-10-01,2.4534505208333,2023-10-01,1.82267759562838,2023-10-01,2.10033501967394
2023,11,2023-11-01,-2.43218315972222,2023-11-01,-2.41180555555555,2023-11-01,-0.545695796631121
2023,12,2023-12-01,2.6396484375,2023-12-01,2.0711724137931,2023-12-01,3.24526296958855
2024,1,2024-01-01,2.48198784722222,2024-01-01,1.08716787439613,2024-01-01,2.83023615950445
2024,2,2024-02-01,1.76801215277778,2024-02-01,1.15360511590728,2024-02-01,2.41339571150098
2024,3,2024-03-01,1.72298177083333,2024-03-01,1.04224021592443,2024-03-01,2.19634559252773
2024,4,2024-04-01,-0.51801215277778,2024-04-01,-1.1988084184463,2024-04-01,-0.353016336687225
